Session Key,Result,Decline Type,Original Transaction Amount,Transaction Amount,Status Code,Response Message,Transaction Time,Transaction Reversal,Date and Time
005c890e-7849-44bf-bfcb-c893f4c3e003,Failure,Technical,474.18,474.18,407,Technical Error: Invalid Payment Method,2023-10-07 04:56:07,No,2023-10-07 04:52:20
214720ae-e3ed-4b1c-8f4c-8cd984d0c3b2,Success,,592.14,592.14,200,Success,2023-10-04 22:34:10,No,2023-10-04 22:28:01
b9ececd5-f402-4b13-9cfc-3ea5c586ab4a,Failure,Technical,942.59,942.59,473,Technical Error: Card Expired,2023-10-02 08:42:49,No,2023-10-02 08:33:16
3cde887b-d501-4aaf-8f6d-e55b409bdcf6,Failure,Technical,662.54,662.54,517,Technical Error: System Maintenance,2023-10-04 07:38:35,No,2023-10-04 07:35:36
067c996a-2e89-4eb3-9d3c-3a04f0265d87,Failure,Technical,314.64,314.64,517,Technical Error: Invalid Billing Address,2023-10-06 04:25:05,No,2023-10-06 04:21:20
22244359-473d-4e0b-8936-ba4c6bb4c9fa,Failure,Technical,948.36,948.36,554,Technical Error: Invalid CVV,2023-10-02 01:01:17,No,2023-10-02 00:57:16
2bde525b-7c7d-4412-acb3-fa8e1f8c80ee,Success,,376.52,376.52,200,Success,2023-10-02 17:13:55,No,2023-10-02 17:07:30
38330363-95be-4668-8879-8008f37c78fd,Success,,177.27,177.27,200,Success,2023-10-05 02:04:41,Yes,2023-10-05 02:04:33
756e14a2-440b-4665-9516-2b03c047c810,Failure,Technical,372.9,372.9,451,Technical Error: System Maintenance,2023-10-07 00:56:02,No,2023-10-07 00:51:18
138202e9-8ced-4b2d-86c5-cdec00f8e2ee,Failure,Business,222.34,222.34,522,Business Error: Transaction Rejected,2023-10-05 12:16:55,No,2023-10-05 12:15:58
20bfab23-dbba-40a5-9747-08cc9096ecf5,Success,,531.48,531.48,200,Success,2023-10-02 17:16:07,Yes,2023-10-02 17:13:38
74d340d8-7d67-4b7d-b8b6-4c08648e43f5,Success,,12.82,12.82,200,Success,2023-10-03 07:00:03,Yes,2023-10-03 06:50:32
2bfbd5c9-ef9f-400b-860d-b81112237632,Success,,725.83,725.83,200,Success,2023-10-02 21:41:20,No,2023-10-02 21:33:52
cc9077ef-76fc-4924-a6c9-e7a75b9eb4c5,Failure,Technical,401.75,401.75,411,Technical Error: Invalid Payment Method,2023-10-07 18:26:53,No,2023-10-07 18:25:49
72cebc0d-3213-4dbd-9b44-bfe79d4e7f80,Failure,Business,593.42,593.42,413,Business Error: Transaction Disallowed,2023-10-03 10:46:57,No,2023-10-03 10:43:33
ece13f03-aaa8-4385-85c5-88c9d5228d4d,Success,,455.33,455.33,200,Success,2023-10-05 16:46:21,No,2023-10-05 16:38:44
527ba09d-6684-4757-ba30-e40b04e417df,Success,,388.95,388.95,200,Success,2023-10-07 04:15:01,Yes,2023-10-07 04:10:21
db3941af-6971-4ae5-914c-4f88807f007d,Success,,336.94,336.94,200,Success,2023-10-01 04:15:42,No,2023-10-01 04:10:22
d9313de0-19be-4075-acf5-648afad59e9a,Success,,504.69,504.69,200,Success,2023-10-05 08:40:08,No,2023-10-05 08:33:14
c7ba2dd6-186f-4113-9a1a-525779b8c2ab,Success,,151.7,151.7,200,Success,2023-10-02 06:06:25,Yes,2023-10-02 06:05:59
e0b53950-6e7d-4111-b785-f9da77b05db8,Success,,588.52,588.52,200,Success,2023-10-06 10:28:32,No,2023-10-06 10:28:07
81d68237-e765-430c-8b68-3a212541aba0,Failure,Technical,31.12,31.12,499,Technical Error: Invalid CVV,2023-10-01 04:41:02,No,2023-10-01 04:32:02
5dc2a538-e03e-476e-b107-bf75f642a01b,Success,,9.86,9.86,200,Success,2023-10-02 21:47:46,No,2023-10-02 21:39:11
03a7e72a-1404-4eb3-b80e-12f3ace2d762,Failure,Technical,11.43,11.43,563,Technical Error: Insufficient Funds,2023-10-01 07:09:41,No,2023-10-01 07:05:29
3b872abf-d477-493d-b420-a21ef3c69473,Success,,240.53,240.53,200,Success,2023-10-07 07:52:49,Yes,2023-10-07 07:45:59
8b09ccbf-1162-4a6c-b4e8-c24e2bedc2e8,Failure,Technical,191.94,191.94,517,Technical Error: Card Expired,2023-10-03 03:11:03,No,2023-10-03 03:10:57
55fcfb6c-5702-4350-98cd-e458f8582d05,Failure,Business,335.86,335.86,582,Business Error: Transaction Disallowed,2023-10-06 04:38:57,No,2023-10-06 04:38:37
f1124b60-552e-44bd-9d51-19c2a794fc63,Success,,638.02,638.02,200,Success,2023-10-07 06:35:59,No,2023-10-07 06:33:00
bd63f846-c84a-4574-bd14-c91422b1468b,Success,,257.4,257.4,200,Success,2023-10-05 18:16:30,No,2023-10-05 18:11:40
7e223748-58fb-44d4-9d3b-1a06a82d58fc,Failure,Technical,71.2,71.2,569,Technical Error: Invalid CVV,2023-10-07 16:30:25,No,2023-10-07 16:23:54
c326082a-51ec-4714-baf0-ca0d657aae8a,Success,,623.51,623.51,200,Success,2023-10-05 00:41:52,Yes,2023-10-05 00:41:46
2442bff8-d3bf-4683-bbb3-faf6bb00ac1e,Success,,824.04,824.04,200,Success,2023-10-03 05:11:33,Yes,2023-10-03 05:03:42
a0c8ae98-2b1e-48e9-8ef8-d198a346206d,Failure,Technical,156.63,156.63,482,Technical Error: Invalid CVV,2023-10-05 19:16:50,No,2023-10-05 19:13:23
c0d793f7-2f65-4d3c-9034-9935503b8795,Success,,51.93,51.93,200,Success,2023-10-01 10:47:39,No,2023-10-01 10:37:43
2eb8e7b2-1b9e-46e6-ab3e-d0b0e32f7e31,Success,,654.18,654.18,200,Success,2023-10-01 11:47:51,Yes,2023-10-01 11:37:54
9581b613-5f7b-423c-8682-49ec0416e264,Failure,Technical,374.14,374.14,519,Technical Error: Network Error,2023-10-03 19:09:24,No,2023-10-03 19:04:25
69a5bbdb-4ea7-4c67-8019-2f2952900c50,Success,,129.8,129.8,200,Success,2023-10-03 05:37:35,Yes,2023-10-03 05:28:02
e9e5dd3a-e058-497d-8a34-dbed2e3bbff0,Failure,Business,511.39,511.39,555,Business Error: Invalid Business ID,2023-10-04 09:19:05,No,2023-10-04 09:11:50
bd82b26d-85bb-4b23-ad5c-2d5db07821dd,Failure,Technical,704.32,704.32,513,Technical Error: Invalid Billing Address,2023-10-03 20:59:48,No,2023-10-03 20:58:14
dd0ce84d-f07a-498d-9aae-269affea99cc,Failure,Technical,277.39,277.39,465,Technical Error: Card Expired,2023-10-05 00:41:22,No,2023-10-05 00:38:23
fde7faee-672b-40ea-85c2-cb2129455cfc,Failure,Business,486.19,486.19,440,Business Error: Transaction Fraud Detected,2023-10-06 18:09:54,No,2023-10-06 18:07:20
4e33fb87-948d-4d29-b705-7bf1ac327500,Failure,Business,821.86,821.86,412,Business Error: Transaction Rejected,2023-10-05 11:27:40,No,2023-10-05 11:23:15
969e5e8d-547a-4a12-9531-270c38230d2a,Failure,Business,355.46,355.46,595,Business Error: Transaction Rejected,2023-10-01 15:28:56,No,2023-10-01 15:26:30
4b1d2336-f972-409b-a9db-e299dfb41845,Failure,Business,269.96,269.96,578,Business Error: Bank Account Suspended,2023-10-06 08:47:21,No,2023-10-06 08:46:49
e2da1150-76db-4883-91fd-59f3545d8a6a,Failure,Technical,65.12,65.12,488,Technical Error: Invalid Billing Address,2023-10-04 05:08:42,No,2023-10-04 04:58:58
7af8db17-8743-462c-9700-d3a2428a655d,Success,,871.49,871.49,200,Success,2023-10-05 18:50:00,Yes,2023-10-05 18:46:20
5777e8d6-ed4a-4c04-8f3e-4a3cf307b276,Success,,828.42,828.42,200,Success,2023-10-06 07:34:44,No,2023-10-06 07:26:46
d501aae9-efef-48e4-82a7-4fe5303c96c4,Success,,368.03,368.03,200,Success,2023-10-07 09:19:45,No,2023-10-07 09:18:42
6d90d067-5347-41ab-abe1-f71a176d2aa0,Failure,Technical,416.78,416.78,438,Technical Error: Invalid CVV,2023-10-07 14:51:42,No,2023-10-07 14:42:57
9ea496db-9249-4b48-bb55-fd1783d3d96f,Failure,Technical,435.24,435.24,461,Technical Error: Card Blocked,2023-10-07 02:02:46,No,2023-10-07 01:54:07
58e248d6-4806-42b9-9c66-921daa3746d3,Success,,994.09,994.09,200,Success,2023-10-01 01:11:55,No,2023-10-01 01:10:11
d39de5d1-3100-46aa-8dc9-344cf848d7ee,Failure,Technical,889.85,889.85,585,Technical Error: Invalid CVV,2023-10-02 04:28:00,No,2023-10-02 04:26:25
1d6d2aaa-ac0e-432a-afbc-34a4643544f2,Success,,356.53,356.53,200,Success,2023-10-04 16:16:12,Yes,2023-10-04 16:07:45
a3aae616-1a66-4aa1-afb9-34dcbf2de3d9,Success,,291.21,291.21,200,Success,2023-10-06 08:36:31,No,2023-10-06 08:29:06
8c5ad73e-741a-435d-8e15-317d79830e3e,Failure,Technical,557.01,557.01,504,Technical Error: Invalid CVV,2023-10-03 14:08:18,No,2023-10-03 14:03:43
7820d824-866e-435b-9232-35594fbed4dd,Failure,Technical,387.77,387.77,407,Technical Error: Invalid PIN,2023-10-07 18:45:30,No,2023-10-07 18:44:17
ccae765b-e037-417e-b377-951bbd91ff2f,Success,,907.95,907.95,200,Success,2023-10-06 21:12:41,Yes,2023-10-06 21:09:20
55c504ed-5b85-4313-ba2b-57743a9f9f0a,Failure,Technical,376.01,376.01,404,Technical Error: System Maintenance,2023-10-01 01:36:23,No,2023-10-01 01:33:48
d21aeb6b-5329-49d3-810f-fb2057b4e172,Success,,979.8,979.8,200,Success,2023-10-04 05:07:25,No,2023-10-04 04:57:33
14aeb718-2761-4b67-adb7-b76b6eb79da9,Failure,Business,232.6,232.6,522,Business Error: Transaction Fraud Detected,2023-10-03 17:40:25,No,2023-10-03 17:32:33
9794891f-bcd7-4bd2-8f78-4eb81e44dc66,Success,,191.18,191.18,200,Success,2023-10-01 00:28:12,No,2023-10-01 00:21:32
aaf561ce-8ace-4795-8868-47b23ede6e81,Success,,31.46,31.46,200,Success,2023-10-06 09:33:26,Yes,2023-10-06 09:30:50
b8e016b0-2ca8-4ab0-a70f-54785d70b909,Failure,Technical,96.55,96.55,492,Technical Error: Invalid Payment Method,2023-10-02 03:19:48,No,2023-10-02 03:19:02
81686f8d-a377-4f98-bd39-f8a192a5bad4,Failure,Business,958.63,958.63,495,Business Error: Bank Account Suspended,2023-10-02 11:02:47,No,2023-10-02 10:57:53
2f0e7aff-b1bd-4764-b167-fd091541f11c,Failure,Business,856.06,856.06,576,Business Error: Payment Not Authorized,2023-10-01 08:15:01,No,2023-10-01 08:10:02
72e1be0b-2c48-4b71-8aa3-a3083267f94c,Failure,Business,414.33,414.33,582,Business Error: Invalid Receiver Account,2023-10-05 22:47:20,No,2023-10-05 22:46:15
9e90e98f-0823-483d-92f7-a325abb6d68b,Success,,932.2,932.2,200,Success,2023-10-01 12:31:35,Yes,2023-10-01 12:31:20
5da1d665-6860-403b-93b0-836db031ee0f,Success,,328.82,328.82,200,Success,2023-10-02 04:32:48,No,2023-10-02 04:32:11
c6324ad7-bdb6-4b2c-bcbf-1bb36198aaad,Failure,Business,445.44,445.44,558,Business Error: Transaction Disallowed,2023-10-04 14:21:12,No,2023-10-04 14:12:58
41a8ed0f-4090-4430-b8fa-41ecb0c08da8,Failure,Business,330.93,330.93,448,Business Error: Transaction ID Not Found,2023-10-03 04:16:09,No,2023-10-03 04:07:39
e0919b12-77f7-421a-a837-c1e2ce05b16b,Success,,928.38,928.38,200,Success,2023-10-02 03:54:45,No,2023-10-02 03:54:24
b73c0202-1ab8-4038-bf25-87d2d3d0dfef,Failure,Business,193.1,193.1,539,Business Error: Account Not Found,2023-10-06 10:16:25,No,2023-10-06 10:06:25
781fd993-a914-49cf-9d1f-b47ba6dd095e,Success,,925.55,925.55,200,Success,2023-10-03 01:37:10,Yes,2023-10-03 01:36:00
5ed8f6de-5ec2-415d-a16a-bd6c3b80fb39,Failure,Technical,95.46,95.46,408,Technical Error: Invalid PIN,2023-10-02 14:53:11,No,2023-10-02 14:48:26
c6753dc9-4239-41ee-b3f5-e7d37f083f40,Failure,Business,183.25,183.25,402,Business Error: Insufficient Balance in Receiver Account,2023-10-07 15:58:32,No,2023-10-07 15:55:07
6aa7b844-f3e4-405f-894b-8a64437fd8ba,Failure,Business,976.08,976.08,575,Business Error: Invalid Receiver Account,2023-10-07 06:22:54,No,2023-10-07 06:17:43
7b5b3744-c4bb-4e8f-b680-c2c1e3d54d98,Failure,Technical,153.04,153.04,499,Technical Error: Invalid Billing Address,2023-10-02 02:24:57,No,2023-10-02 02:18:16
73e0209c-5297-4edb-adf1-cbaed22c57b5,Failure,Technical,903.57,903.57,595,Technical Error: Invalid PIN,2023-10-06 19:40:07,No,2023-10-06 19:38:43
3e06588f-7d16-4270-81f1-ca469a7e649f,Success,,224.91,224.91,200,Success,2023-10-06 06:12:21,No,2023-10-06 06:09:37
c6fbfed1-ee82-47e2-96ae-e32f7bb7ad71,Failure,Business,73.4,73.4,471,Business Error: Invalid Business ID,2023-10-01 14:46:19,No,2023-10-01 14:39:55
6d03a0e3-e039-4ec0-baf7-03b9936fee25,Failure,Technical,348.33,348.33,495,Technical Error: Invalid Billing Address,2023-10-02 10:04:23,No,2023-10-02 09:54:30
534a2b5a-9929-48f6-925c-e643e71dd89f,Success,,64.05,64.05,200,Success,2023-10-02 01:55:50,Yes,2023-10-02 01:54:33
a5fae214-a87c-4a84-9d50-3a8f87deb959,Success,,895.36,895.36,200,Success,2023-10-01 14:08:35,Yes,2023-10-01 14:05:33
569a4b9a-300d-473f-9907-fe7501bc7f18,Success,,852.63,852.63,200,Success,2023-10-03 00:46:36,No,2023-10-03 00:45:09
ca1dfe79-e5cc-4ea7-a23d-d2cf6f5e8a4a,Failure,Business,161.35,161.35,472,Business Error: Insufficient Funds in Receiver Account,2023-10-04 03:43:31,No,2023-10-04 03:34:48
97acf617-e426-410c-a8c2-39f881284dd8,Failure,Business,674.48,674.48,487,Business Error: Transaction Fraud Detected,2023-10-06 09:07:54,No,2023-10-06 09:00:10
85f00da8-f1e0-42ed-b31a-306f710f637b,Failure,Technical,724.86,724.86,513,Technical Error: Network Error,2023-10-05 15:50:09,No,2023-10-05 15:43:54
d2e83954-f60e-491a-9df6-fff72ebdc33b,Success,,605.95,605.95,200,Success,2023-10-03 08:03:43,Yes,2023-10-03 08:01:57
76837059-1d23-4e74-8b4c-05875ad890e9,Success,,880.79,880.79,200,Success,2023-10-02 05:57:20,Yes,2023-10-02 05:52:06
27217b1b-1c68-4cbb-90e8-41ac02b936a4,Success,,694.7,694.7,200,Success,2023-10-06 04:05:19,Yes,2023-10-06 03:58:52
85036486-d9a8-4307-990a-0a69cb4923a4,Success,,313.4,313.4,200,Success,2023-10-06 09:26:24,No,2023-10-06 09:21:18
6e55afc6-ec63-47e8-be61-40c3a36fd341,Success,,615.19,615.19,200,Success,2023-10-05 18:46:25,No,2023-10-05 18:36:40
bce37ab4-4017-4528-a584-ae1835e944e1,Failure,Business,568.81,568.81,402,Business Error: Merchant Suspended,2023-10-05 22:55:44,No,2023-10-05 22:48:37
ceb88bf7-2bf9-46b0-9fd4-4a58e6747cc6,Failure,Business,43.52,43.52,424,Business Error: Transaction Amount Exceeds Limit,2023-10-06 09:01:10,No,2023-10-06 08:55:48
e70129b9-efbf-4ad3-bf43-f617b3b73aab,Success,,844.7,844.7,200,Success,2023-10-04 14:42:02,Yes,2023-10-04 14:37:18
61b9ddcb-f86a-42b1-8d2b-13e3427b52f0,Success,,481.69,481.69,200,Success,2023-10-06 16:28:00,Yes,2023-10-06 16:20:35
b2fa09d9-f6b6-4247-85d6-c5ee8d4a7232,Success,,561.87,561.87,200,Success,2023-10-04 11:58:21,No,2023-10-04 11:56:15
66df55ed-c6a8-4d9c-a614-839a7b2279ee,Success,,12.64,12.64,200,Success,2023-10-03 14:25:47,No,2023-10-03 14:25:15
8ab0f46c-8a41-4ade-803d-10cc2ce0dc6a,Failure,Technical,686.27,686.27,460,Technical Error: Invalid Account Number,2023-10-05 06:31:34,No,2023-10-05 06:29:45
156618d5-23e6-43da-9ad8-56790b53ba7e,Failure,Technical,606.91,606.91,588,Technical Error: Declined by Issuer,2023-10-01 03:17:48,No,2023-10-01 03:16:07
205e7eda-7a8b-4b35-8d39-adcdd6049183,Failure,Technical,712.34,712.34,534,Technical Error: Invalid Billing Address,2023-10-02 03:27:43,No,2023-10-02 03:23:21
e761d29b-4535-4fdf-b699-21a7a0941e72,Failure,Business,844.02,844.02,401,Business Error: Account Verification Failed,2023-10-01 03:53:32,No,2023-10-01 03:43:45
09e7e77e-5684-472b-a9fb-324222557d5c,Failure,Technical,387.38,387.38,548,Technical Error: System Maintenance,2023-10-05 09:08:33,No,2023-10-05 09:08:17
4fb55381-0468-465f-bd80-17fdd5bc4b22,Success,,431.24,431.24,200,Success,2023-10-01 14:32:40,Yes,2023-10-01 14:22:49
b3dd0e1a-0e26-4f47-9ad6-5227cb4f4056,Failure,Technical,601.67,601.67,575,Technical Error: Insufficient Funds,2023-10-01 15:44:08,No,2023-10-01 15:35:50
a9342449-9663-4b5f-ae5d-48999b77c8c7,Failure,Technical,252.06,252.06,525,Technical Error: Invalid CVV,2023-10-05 01:17:06,No,2023-10-05 01:11:36
dda50780-874c-43cc-8fd0-e9e13b1a25cb,Failure,Business,389.04,389.04,586,Business Error: Transaction Fraud Detected,2023-10-07 06:45:19,No,2023-10-07 06:39:12
e70f0f41-e5e9-4a57-8e15-b55c0fc512b3,Failure,Business,231.48,231.48,450,Business Error: Transaction Fraud Detected,2023-10-03 18:07:56,No,2023-10-03 17:59:24
5c2bb2cc-65e4-4d8c-a3d7-3df0d16eb2a3,Success,,705.81,705.81,200,Success,2023-10-07 03:47:15,No,2023-10-07 03:42:12
a5c0a984-524f-4cac-9800-ac183dab20f2,Success,,977.27,977.27,200,Success,2023-10-03 08:53:04,No,2023-10-03 08:46:22
1e1de337-94c7-4ad0-9c0a-d663b1a67278,Failure,Technical,924.42,924.42,490,Technical Error: Invalid Account Number,2023-10-01 14:04:33,No,2023-10-01 14:03:07
68fb52bd-955a-48c7-8495-abbae077d837,Success,,182.28,182.28,200,Success,2023-10-02 00:07:40,No,2023-10-02 00:04:45
f9ddcd75-1d0b-4c99-a1f5-651b583df904,Failure,Technical,392.34,392.34,532,Technical Error: Invalid PIN,2023-10-04 10:17:36,No,2023-10-04 10:14:38
3adc89c6-d43f-47e1-99d8-42f90336c332,Success,,529.52,529.52,200,Success,2023-10-02 18:14:30,No,2023-10-02 18:11:55
eea4da7b-d292-4f4c-8955-09bc465bf175,Failure,Business,206.13,206.13,551,Business Error: Insufficient Balance in Receiver Account,2023-10-03 16:22:07,No,2023-10-03 16:21:07
632e34f3-d109-460c-96d4-75d33c11282e,Failure,Business,735.47,735.47,510,Business Error: Payment Not Authorized,2023-10-02 08:03:19,No,2023-10-02 08:00:12
3e308ccb-411e-48ac-a94e-91b3b1709530,Failure,Technical,221.45,221.45,430,Technical Error: Invalid Account Number,2023-10-02 19:20:32,No,2023-10-02 19:13:05
40766f38-cc94-47a0-bb87-90a869251bca,Failure,Business,358.12,358.12,566,Business Error: Transaction Rejected,2023-10-01 02:47:18,No,2023-10-01 02:41:00
b4b87eec-fccd-40d4-938d-caec6e4c21f2,Failure,Technical,230.54,230.54,562,Technical Error: Invalid CVV,2023-10-01 20:24:48,No,2023-10-01 20:18:53
fbf36692-f59c-40d0-9ba0-b8a6b61afb12,Failure,Business,249.26,249.26,557,Business Error: Invalid Business ID,2023-10-02 16:05:33,No,2023-10-02 16:03:12
8daab725-968b-4fa5-9e6a-b31dbf279484,Failure,Business,369.46,369.46,445,Business Error: Transaction Amount Exceeds Limit,2023-10-06 10:36:29,No,2023-10-06 10:31:20
26fcdf19-15b5-4ade-a3d4-be343a254fc8,Success,,523.07,523.07,200,Success,2023-10-04 09:14:15,Yes,2023-10-04 09:10:17
e607db12-e189-4e35-a307-872e9deb56a4,Failure,Business,698.55,698.55,478,Business Error: Invalid Business ID,2023-10-04 07:03:25,No,2023-10-04 06:58:21
